,x0_Blmngtn,x0_Blueste,x0_BrDale,x0_BrkSide,x0_ClearCr,x0_CollgCr,x0_Crawfor,x0_Edwards,x0_Gilbert,x0_IDOTRR,x0_MeadowV,x0_Mitchel,x0_NAmes,x0_NPkVill,x0_NWAmes,x0_NoRidge,x0_NridgHt,x0_OldTown,x0_SWISU,x0_Sawyer,x0_SawyerW,x0_Somerst,x0_StoneBr,x0_Timber,x0_Veenker,x1_Fin,x1_None,x1_RFn,x1_Unf,ExterQual,BsmtQual,KitchenQual,FireplaceQu,OverallQual,GrLivArea,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,WoodDeckSF,OpenPorchSF,TotalArea
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.4444444444444445,0.13300678221552373,0.25,0.27080394922425954,0.3333333333333333,0.24999999999999997,0.6739130434782616,0.25,0.17021276595744683,0.16200091785222578,0.0,0.0,0.0,0.14642737336464273
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.8888888888888888,0.3749058025621703,0.75,0.5190409026798307,1.0,0.75,0.9637681159420293,0.93333333333333,0.19230769230769232,0.19458467186782927,0.5530266343825666,0.17152858809801633,0.038391224862888484,0.279520295202952
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.4444444444444445,0.10889223813112284,0.25,0.24823695345557123,0.3333333333333333,0.16666666666666666,0.6521739130434785,0.20000000000000284,0.14926350245499184,0.13262964662689306,0.0,0.16336056009334887,0.0,0.1366990942636699
13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.6666666666666665,0.21853805576488322,0.75,0.5923836389280677,0.6666666666666666,0.41666666666666663,0.9710144927536231,0.9500000000000028,0.24451718494271688,0.2661771454795778,0.0,0.18669778296382727,0.0603290676416819,0.2387621603488762
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,0.5555555555555556,0.17313489073097213,0.25,0.24823695345557123,0.3333333333333333,0.24999999999999997,0.6376811594202909,0.1666666666666643,0.20507364975450085,0.21087654887563104,0.0,0.0,0.38939670932358317,0.20001677289500167
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.6666666666666665,0.09796533534287868,0.5,0.40620592383638926,0.3333333333333333,0.24999999999999997,0.4130434782608692,0.8500000000000014,0.13617021276595745,0.11932078935291418,0.0,0.05600933488914819,0.20475319926873858,0.1268030862126803
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.5555555555555556,0.12622456669178597,0.5,0.3385049365303244,0.3333333333333333,0.24999999999999997,0.7101449275362324,0.3333333333333357,0.16432078559738136,0.15374024782010096,0.0,0.0,0.0,0.14038913116403892
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.3333333333333333,0.18123587038432554,0.5,0.3638928067700987,0.6666666666666666,0.33333333333333337,0.6884057971014492,0.28333333333333144,0.0,0.22074346030289124,0.0,0.0,0.0,0.08067762495806777
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.4444444444444445,0.146948003014318,0.5,0.40620592383638926,0.3333333333333333,0.33333333333333337,0.9565217391304355,0.8999999999999986,0.1823240589198036,0.17898118402937127,0.0,0.0,0.18647166361974407,0.16739349211673935
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.4444444444444445,0.18933685003767897,0.25,0.20733427362482368,0.3333333333333333,0.33333333333333337,0.6231884057971016,0.25,0.1684124386252046,0.23061037173015145,0.0,0.0,0.0,0.17058034216705803
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,4.0,0.7777777777777777,0.38470233609645815,0.75,0.6015514809590973,1.0,0.5833333333333334,0.9637681159420293,0.93333333333333,0.18952536824877253,0.18907755851307942,0.5898305084745763,0.28004667444574094,0.28153564899451555,0.3014089231801409
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,0.6666666666666665,0.14581763376036172,0.25,0.19746121297602257,0.3333333333333333,0.33333333333333337,0.42028985507246475,0.0,0.10425531914893618,0.17760440569068378,0.0,0.0,0.0,0.11833277423683328
22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.7777777777777777,0.2752449133383572,0.5,0.37658674188998587,0.6666666666666666,0.41666666666666663,0.9420289855072461,0.8666666666666671,0.29083469721767596,0.3352455254703993,0.0,0.1995332555425904,0.2906764168190128,0.29922844682992283
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,0.4444444444444445,0.13677467972871138,0.5,0.4033850493653032,0.3333333333333333,0.33333333333333337,0.7536231884057969,0.43333333333333,0.17021276595744683,0.16659017898118403,0.0,0.11668611435239205,0.20109689213893966,0.16571620261657163
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,0.4444444444444445,0.13677467972871138,0.25,0.19040902679830748,0.3333333333333333,0.33333333333333337,0.695652173913043,0.8500000000000014,0.17348608837970542,0.16659017898118403,0.0,0.47374562427071176,0.16453382084095064,0.19137873196913788
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.7777777777777777,0.23850791258477771,0.75,0.6276445698166432,0.6666666666666666,0.41666666666666663,0.9782608695652169,0.9500000000000028,0.2563011456628478,0.2905002294630564,0.0,0.0,0.10237659963436929,0.24220060382422004
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.4444444444444445,0.10663149962321025,0.5,0.40620592383638926,0.3333333333333333,0.24999999999999997,0.5724637681159432,0.8333333333333357,0.14729950900163669,0.12987608994951813,0.0,0.25904317386231035,0.05850091407678245,0.1442468970144247
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,4.0,0.7777777777777777,0.25810097965335344,0.75,0.5444287729196051,0.6666666666666666,0.41666666666666663,0.9782608695652169,0.9666666666666686,0.2788870703764321,0.31436438733363925,0.0,0.0,0.09140767824497258,0.26199261992619927
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,0.4444444444444445,0.23850791258477771,0.25,0.2249647390691114,0.3333333333333333,0.33333333333333337,0.6159420289855078,0.7833333333333314,0.24288052373158758,0.2905002294630564,0.0,0.3360560093348891,0.4716636197440585,0.2764173096276417
29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.3333333333333333,0.03504144687264506,0.25,0.1692524682651622,0.3333333333333333,0.16666666666666666,0.3985507246376816,0.0,0.08510638297872342,0.042680128499311604,0.0,0.05717619603267211,0.0,0.06331767863133177
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.3333333333333333,0.18519216277317258,0.25,0.1763046544428773,0.3333333333333333,0.33333333333333337,0.3478260869565215,0.0,0.10621931260229134,0.07228086278109225,0.32348668280871673,0.0,0.09872029250457039,0.14139550486413954
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.4444444444444445,0.16842501883948757,0.25,0.191114245416079,0.3333333333333333,0.33333333333333337,0.6811594202898554,0.93333333333333,0.2009819967266776,0.20513997246443325,0.0,0.0,0.11882998171846434,0.18341160684334115
32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,0.0,0.7777777777777777,0.16955538809344387,0.5,0.3413258110014104,0.6666666666666666,0.41666666666666663,0.9782608695652169,0.9500000000000028,0.20196399345335517,0.20651675080312068,0.0,0.0,0.054844606946983544,0.18148272391814826
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,0.4444444444444445,0.2573474001507159,0.5,0.3152327221438646,0.3333333333333333,0.33333333333333337,0.6304347826086953,0.14999999999999858,0.22880523731587563,0.3134465351078476,0.0,0.0,0.06946983546617916,0.23498825897349884
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.8888888888888888,0.23116051243406177,0.5,0.3921015514809591,0.6666666666666666,0.33333333333333337,0.9637681159420293,0.9166666666666643,0.25548281505728315,0.28155117026158794,0.0,0.23687281213535588,0.08592321755027423,0.254780275075478
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,0.7777777777777777,0.3990203466465712,0.75,0.4873060648801128,1.0,0.5833333333333334,0.9565217391304355,0.9166666666666643,0.1828150572831424,0.18311151904543368,0.639225181598063,0.13185530921820302,0.05850091407678245,0.2834619255283462
36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.4444444444444445,0.14374529012810852,0.5,0.47390691114245415,0.3333333333333333,0.33333333333333337,0.8840579710144922,0.75,0.17954173486088382,0.17508031206975674,0.0,0.45740956826137685,0.1170018281535649,0.194230124119423
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.4444444444444445,0.18142426525998492,0.5,0.3511988716502116,0.3333333333333333,0.24999999999999997,0.5942028985507246,0.6666666666666643,0.21227495908346974,0.22097292335933913,0.0,0.0,0.0,0.18953371351895337
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.4444444444444445,0.13620949510173322,0.25,0.17348377997179126,0.3333333333333333,0.24999999999999997,0.5869565217391308,0.9500000000000028,0.17299509001636662,0.16590178981184028,0.0,0.0,0.09506398537477148,0.15363971821536399
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.3333333333333333,0.15410700828937451,0.0,0.0,0.6666666666666666,0.33333333333333337,0.6014492753623184,0.0833333333333357,0.0,0.18770078017439193,0.0,0.0,0.0,0.06860114055686012
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.5555555555555556,0.18651092690278825,0.5,0.31029619181946405,0.6666666666666666,0.33333333333333337,0.6739130434782616,0.25,0.17806873977086746,0.22716842588343275,0.0,0.0,0.2522851919561243,0.18584367661858436
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,0.4444444444444445,0.18726450640542575,0.25,0.21720733427362482,0.3333333333333333,0.24999999999999997,0.6304347826086953,0.14999999999999858,0.220949263502455,0.2280862781092244,0.0,0.0,0.19012797074954296,0.20530023482053003
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,0.0,0.4444444444444445,0.10361718161266015,0.5,0.3554301833568406,0.3333333333333333,0.24999999999999997,0.804347826086957,0.5499999999999972,0.1374795417348609,0.12620468104635155,0.0,0.28004667444574094,0.0,0.1366990942636699
43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.4444444444444445,0.11379050489826675,0.25,0.21720733427362482,0.3333333333333333,0.24999999999999997,0.7463768115942031,0.5,0.153518821603928,0.1385956860945388,0.0,0.1691948658109685,0.0,0.14147936933914793
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.4444444444444445,0.15373021853805577,0.25,0.21156558533145275,0.3333333333333333,0.33333333333333337,0.6304347826086953,0.14999999999999858,0.18821603927986907,0.1872418540614961,0.0,0.0,0.0,0.16487755786648775
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,4.0,0.8888888888888888,0.2671439336850038,0.5,0.40620592383638926,0.6666666666666666,0.33333333333333337,0.9637681159420293,0.9166666666666643,0.28674304418985275,0.32537861404313906,0.0,0.22870478413068843,0.14990859232175502,0.28916470982891646
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,5.0,0.6666666666666665,0.34193669932177845,0.5,0.47249647390691113,0.3333333333333333,0.33333333333333337,0.9492753623188417,0.8833333333333329,0.2346972176759411,0.2716842588343277,0.3055690072639225,0.19603267211201866,0.07861060329067641,0.2901710835290171
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,0.7777777777777777,0.2490580256217031,0.75,0.5825105782792666,0.6666666666666666,0.41666666666666663,0.9710144927536231,0.93333333333333,0.2710310965630115,0.30335016062413955,0.0,0.0,0.26691042047531993,0.26199261992619927
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.3333333333333333,0.21062547098718915,0.0,0.0,0.6666666666666666,0.5,0.3478260869565215,0.9666666666666686,0.12045826513911621,0.09224414869206057,0.3467312348668281,0.0,0.0,0.15548473666554846
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.4444444444444445,0.11699321778447627,0.25,0.27221438645980256,0.3333333333333333,0.33333333333333337,0.6811594202898554,0.2666666666666657,0.1563011456628478,0.1424965580541533,0.0,0.0,0.0,0.13217041261321705
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.5555555555555556,0.21401657874905805,0.5,0.2736248236953456,0.6666666666666666,0.33333333333333337,0.9057971014492754,0.7833333333333314,0.12995090016366614,0.10555300596603948,0.3273607748184019,0.0,0.13711151736745886,0.16814827239181482
51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,0.5555555555555556,0.15862848530519968,0.5,0.3723554301833568,0.3333333333333333,0.33333333333333337,0.4492753623188417,0.0,0.1335515548281506,0.11060119320789352,0.0,0.1306884480746791,0.0,0.1182489097618249
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,0.4444444444444445,0.09080633006782216,0.5,0.3638928067700987,0.3333333333333333,0.24999999999999997,0.6594202898550723,0.21666666666666856,0.1335515548281506,0.11060119320789352,0.0,0.12368728121353557,0.0,0.11774572291177457
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,0.8888888888888888,0.28409947249434814,0.75,0.6304654442877292,0.0,0.24999999999999997,0.7898550724637676,0.6166666666666671,0.3014729950900164,0.34603028912345113,0.0,0.9999999999999999,0.1316270566727605,0.35885608856088563
